['1101', '31.90', '31.50', '31.70', '31.70', '12759', 'tse']
['1102', '41.30', '40.90', '41.05', '40.95', '3688', 'tse']
['1103', '17.60', '17.35', '17.40', '17.40', '408', 'tse']
['1104', '31.75', '31.45', '31.45', '31.50', '923', 'tse']
['1108', '16.15', '15.80', '16.00', '15.85', '1163', 'tse']
['1109', '19.35', '19.20', '19.35', '19.20', '394', 'tse']
['1110', '18.00', '17.75', '18.00', '17.90', '87', 'tse']
['1201', '18.85', '18.75', '18.75', '18.80', '141', 'tse']
['1203', '51.30', '50.00', '51.00', '50.00', '37', 'tse']
['1210', '58.20', '57.60', '57.80', '57.70', '1257', 'tse']
['1213', '7.65', '7.16', '7.16', '7.34', '76', 'tse']
['1215', '110.50', '108.50', '109.00', '110.00', '614', 'tse']
['1216', '76.70', '75.50', '76.00', '76.40', '17221', 'tse']
['1217', '12.05', '11.90', '11.90', '12.00', '1680', 'tse']
['1218', '22.20', '22.00', '22.05', '22.05', '913', 'tse']
['1219', '18.70', '18.65', '18.70', '18.65', '250', 'tse']
['1220', '15.55', '15.10', '15.55', '15.15', '612', 'tse']
['1225', '56.00', '56.00', '56.00', '56.00', '5', 'tse']
['1227', '37.85', '37.70', '37.85', '37.80', '501', 'tse']
['1229', '68.00', '67.40', '67.40', '68.00', '774', 'tse']
['1231', '97.50', '96.10', '96.10', '97.30', '273', 'tse']
['1232', '146.00', '145.00', '145.00', '145.50', '95', 'tse']
['1233', '33.70', '33.50', '33.60', '33.70', '17', 'tse']
['1234', '41.20', '41.00', '41.10', '41.10', '102', 'tse']
['1235', '81.90', '81.30', '81.50', '81.70', '30', 'tse']
['1236', '23.45', '23.40', '23.40', '23.40', '22', 'tse']
['1240', '51.30', '51.00', '51.10', '51.00', '24', 'otc']
['1256', '232.00', '231.50', '231.50', '232.00', '10', 'tse']
['1259', '74.90', '74.30', '74.30', '74.60', '7', 'otc']
['1264', '305.00', '303.50', '305.00', '304.00', '8', 'otc']
['1268', '155.00', '154.00', '154.00', '154.00', '49', 'otc']
['1301', '68.60', '68.00', '68.50', '68.10', '4341', 'tse']
['1303', '56.30', '55.00', '55.90', '55.10', '6454', 'tse']
['1304', '16.15', '15.95', '15.95', '15.95', '830', 'tse']
['1305', '18.20', '18.05', '18.20', '18.10', '1115', 'tse']
['1307', '29.70', '29.00', '29.45', '29.45', '1428', 'tse']
['1308', '19.30', '19.10', '19.10', '19.10', '665', 'tse']
['1309', '15.55', '15.30', '15.45', '15.30', '422', 'tse']
['1310', '13.55', '13.40', '13.50', '13.45', '403', 'tse']
['1312', '13.50', '13.05', '13.35', '13.10', '3252', 'tse']
['1313', '13.35', '13.20', '13.35', '13.25', '1394', 'tse']
['1314', '9.61', '9.42', '9.60', '9.43', '13939', 'tse']
['1315', '72.50', '72.10', '72.20', '72.20', '63', 'tse']
['1316', '20.80', '19.20', '19.90', '19.30', '36036', 'tse']
['1319', '129.00', '123.50', '124.00', '125.00', '17051', 'tse']
['1321', '34.95', '34.65', '34.80', '34.80', '102', 'tse']
['1323', '31.15', '30.95', '30.95', '31.00', '31', 'tse']
['1324', '15.45', '14.85', '15.30', '14.85', '379', 'tse']
['1325', '29.75', '29.20', '29.45', '29.25', '354', 'tse']
['1326', '55.40', '54.50', '55.10', '54.70', '3507', 'tse']
['1336', '20.60', '20.35', '20.50', '20.40', '55', 'otc']
['1337', '7.20', '7.15', '7.16', '7.15', '298', 'tse']
['1338', '35.60', '35.10', '35.10', '35.50', '76', 'tse']
['1339', '69.00', '67.50', '67.50', '68.40', '146', 'tse']
['1340', '10.00', '9.97', '9.99', '9.97', '66', 'tse']
['1341', '64.80', '64.40', '64.80', '64.60', '23', 'tse']
